Local,Corrected,Server
1760924823366605,1760924823288298,1760924823289119
1760924828390108,1760924828311693,1760924828312541
1760924833418108,1760924833339586,1760924833347238
1760924838441108,1760924838362479,1760924838363339
1760924843464108,1760924843385372,1760924843386260
1760924848488108,1760924848409264,1760924848409833
1760924853511108,1760924853432157,1760924853433016
1760924858534108,1760924858455050,1760924858455908
1760924863557108,1760924863477943,1760924863478834
1760924868580108,1760924868500835,1760924868501697
1760924873603108,1760924873523728,1760924873524594
1760924878627108,1760924878547621,1760924878548208
1760924883650108,1760924883570514,1760924883571384
1760924888673108,1760924888593407,1760924888594291
1760924893696108,1760924893616299,1760924893617184
1760924898719108,1760924898639192,1760924898640128
1760924903743108,1760924903663085,1760924903663665
1760924908766108,1760924908685978,1760924908686854
1760924913789108,1760924913708870,1760924913709744
1760924918812108,1760924918731763,1760924918732646
1760924923835108,1760924923754656,1760924923755531
1760924928858108,1760924928777549,1760924928778448
1760924933881108,1760924933800442,1760924933801318
1760924938904605,1760924938823831,1760924938824589
1760924943928108,1760924943847227,1760924943848110
1760924948951108,1760924948870120,1760924948871011
1760924953974108,1760924953893013,1760924953893933
1760924958997108,1760924958915905,1760924958916795
1760924964020108,1760924963938798,1760924963939691
1760924969043108,1760924968961691,1760924968962592
1760924974066605,1760924973985081,1760924973985891
1760924979090108,1760924979008477,1760924979009364
1760924984113108,1760924984031369,1760924984032263
1760924989136108,1760924989054262,1760924989055179
1760924994159108,1760924994077155,1760924994078052
1760924999182108,1760924999100048,1760924999100952
1760925004205108,1760925004122940,1760925004123850
1760925009228108,1760925009145833,1760925009146735
1760925014251108,1760925014168726,1760925014169631
1760925019274108,1760925019191619,1760925019192519
1760925024297108,1760925024214512,1760925024215430
1760925029320108,1760925029237404,1760925029238372
1760925034344108,1760925034261297,1760925034261930
1760925039367108,1760925039284190,1760925039285099
