Local,Corrected,Server
1760930811225580,1760930811148927,1760930811148696
1760930816248580,1760930816171822,1760930816171592
1760930821271580,1760930821194717,1760930821194560
1760930826294580,1760930826217611,1760930826217380
1760930831317580,1760930831240506,1760930831240278
1760930836341580,1760930836264401,1760930836263885
1760930841364580,1760930841287296,1760930841287128
1760930846387580,1760930846310191,1760930846309960
1760930851410580,1760930851333086,1760930851332856
1760930856433580,1760930856355981,1760930856355749
1760930861456580,1760930861378876,1760930861378637
1760930866479580,1760930866401770,1760930866401551
1760930871502580,1760930871424665,1760930871424427
1760930876525580,1760930876447560,1760930876447342
1760930881549580,1760930881471455,1760930881470945
1760930886572580,1760930886494350,1760930886494123
1760930891595580,1760930891517245,1760930891517008
1760930896619077,1760930896540637,1760930896540341
1760930901642580,1760930901564034,1760930901563801
1760930906665580,1760930906586929,1760930906586697
1760930911688580,1760930911609824,1760930911609594
1760930916711580,1760930916632719,1760930916632471
1760930921734580,1760930921655614,1760930921655453
1760930926757580,1760930926678509,1760930926678279
1760930931780580,1760930931701404,1760930931701161
1760930936803580,1760930936724299,1760930936724049
1760930941826580,1760930941747194,1760930941746944
1760930946849580,1760930946770088,1760930946769839
1760930951872580,1760930951792983,1760930951792774
1760930956895580,1760930956815878,1760930956815632
1760930961918580,1760930961838773,1760930961838542
1760930966941580,1760930966861668,1760930966861415
1760930971965077,1760930971885060,1760930971884748
1760930976988580,1760930976908458,1760930976908210
1760930982011580,1760930981931352,1760930981931108
1760930987034580,1760930986954247,1760930986954017
1760930992058580,1760930991978142,1760930991977641
1760930997081580,1760930997001037,1760930997000782
1760931002104580,1760931002023932,1760931002023704
1760931007127580,1760931007046827,1760931007046612
1760931012150580,1760931012069722,1760931012069469
1760931017173580,1760931017092617,1760931017092363
1760931022196580,1760931022115511,1760931022115276
1760931027219580,1760931027138406,1760931027138163
